,Pclass,Sex,Age,Fare,Cabin,Embarked,Title,FamilySize
446,2,1,0.0,1.0,1.8,0,1,0.4
447,1,0,2.0,1.0,0.8,0,0,0.0
448,3,1,0.0,1.0,2.0,1,1,1.2
449,1,0,3.0,2.0,0.8,0,3,0.0
450,2,0,2.0,1.0,1.8,0,0,1.2
451,3,0,2.0,1.0,2.0,0,0,0.4
452,1,0,2.0,1.0,0.8,1,0,0.0
453,1,0,3.0,2.0,0.8,1,0,0.4
454,3,0,2.0,0.0,2.0,0,0,0.0
455,3,0,2.0,0.0,2.0,1,0,0.0
456,1,0,4.0,1.0,1.6,0,0,0.0
457,1,1,2.0,2.0,1.2,0,2,0.4
458,2,1,3.0,0.0,1.8,0,1,0.0
459,3,0,2.0,0.0,2.0,2,0,0.0
460,1,0,3.0,1.0,1.6,0,0,0.0
461,3,0,2.0,0.0,2.0,0,0,0.0
462,1,0,3.0,2.0,1.6,0,0,0.0
463,2,0,3.0,0.0,1.8,0,0,0.0
464,3,0,2.0,0.0,2.0,0,0,0.0
465,3,0,3.0,0.0,2.0,0,0,0.0
466,2,0,2.0,0.0,1.8,0,0,0.0
467,1,0,3.0,1.0,0.8,0,0,0.0
468,3,0,2.0,0.0,2.0,2,0,0.0
469,3,1,0.0,1.0,2.0,1,1,1.2
470,3,0,2.0,0.0,2.0,0,0,0.0
471,3,0,3.0,0.0,2.0,0,0,0.0
472,2,1,2.0,1.0,1.8,0,2,1.2
473,2,1,1.0,0.0,1.2,1,2,0.0
474,3,1,1.0,0.0,2.0,0,1,0.0
475,1,0,2.0,2.0,0.0,0,0,0.0
476,2,0,2.0,1.0,1.8,0,0,0.4
477,3,0,2.0,0.0,2.0,0,0,0.4
478,3,0,1.0,0.0,2.0,0,0,0.0
479,3,1,0.0,0.0,2.0,0,1,0.4
480,3,0,0.0,2.0,2.0,0,3,2.8
481,2,0,2.0,0.0,1.8,0,0,0.0
482,3,0,3.0,0.0,2.0,0,0,0.0
483,3,1,4.0,0.0,2.0,0,2,0.0
484,1,0,1.0,2.0,0.4,1,0,0.4
485,3,1,1.0,1.0,2.0,0,1,1.6
486,1,1,2.0,2.0,0.8,0,2,0.4
487,1,0,3.0,1.0,0.4,1,0,0.0
488,3,0,2.0,0.0,2.0,0,0,0.0
489,3,0,0.0,0.0,2.0,0,3,0.8
490,3,0,2.0,1.0,2.0,0,0,0.4
491,3,0,1.0,0.0,2.0,0,0,0.0
492,1,0,3.0,2.0,0.8,0,0,0.0
493,1,0,4.0,2.0,0.8,1,0,0.0
494,3,0,1.0,0.0,2.0,0,0,0.0
495,3,0,2.0,0.0,2.0,1,0,0.0
496,1,1,3.0,2.0,1.2,1,1,0.4
497,3,0,2.0,0.0,2.0,0,0,0.0
498,1,1,1.0,3.0,0.8,0,2,1.2
499,3,0,1.0,0.0,2.0,0,0,0.0
500,3,0,1.0,0.0,2.0,0,0,0.0
501,3,1,1.0,0.0,2.0,2,1,0.0
502,3,1,1.0,0.0,2.0,2,1,0.0
503,3,1,3.0,0.0,2.0,0,1,0.0
504,1,1,0.0,2.0,0.4,0,1,0.0
505,1,0,1.0,3.0,0.8,1,0,0.4
506,2,1,2.0,1.0,1.8,0,2,0.8
507,1,0,2.0,1.0,0.8,0,0,0.0
508,3,0,2.0,1.0,2.0,0,0,0.0
509,3,0,1.0,2.0,2.0,0,0,0.0
510,3,0,2.0,0.0,2.0,2,0,0.0
511,3,0,2.0,0.0,2.0,0,0,0.0
512,1,0,2.0,1.0,1.6,0,0,0.0
513,1,1,3.0,2.0,0.8,1,2,0.4
514,3,0,1.0,0.0,2.0,0,0,0.0
515,1,0,3.0,2.0,1.2,0,0,0.0
516,2,1,2.0,0.0,2.0,0,2,0.0
517,3,0,2.0,1.0,2.0,2,0,0.0
518,2,1,2.0,1.0,1.8,0,2,0.4
519,3,0,2.0,0.0,2.0,0,0,0.0
520,1,1,2.0,2.0,0.4,0,1,0.0
521,3,0,1.0,0.0,2.0,0,0,0.0
522,3,0,2.0,0.0,2.0,1,0,0.0
523,1,1,3.0,2.0,0.4,1,2,0.4
524,3,0,2.0,0.0,2.0,1,0,0.0
525,3,0,3.0,0.0,2.0,2,0,0.0
526,2,1,3.0,0.0,1.8,0,1,0.0
527,1,0,2.0,3.0,0.8,0,0,0.0
528,3,0,3.0,0.0,2.0,0,0,0.0
529,2,0,1.0,0.0,1.8,0,0,1.2
530,2,1,0.0,1.0,1.8,0,1,0.8
531,3,0,2.0,0.0,2.0,1,0,0.0
532,3,0,1.0,0.0,2.0,1,0,0.8
533,3,1,2.0,1.0,2.0,1,2,0.8
534,3,1,2.0,0.0,2.0,0,1,0.0
535,2,1,0.0,1.0,1.8,0,1,0.8
536,1,0,3.0,1.0,0.4,0,3,0.0
537,1,1,2.0,3.0,0.8,1,1,0.0
538,3,0,2.0,0.0,2.0,0,0,0.0
539,1,1,1.0,2.0,0.4,1,1,0.8
540,1,1,2.0,2.0,0.4,0,1,0.8
541,3,1,0.0,2.0,2.0,0,1,2.4
542,3,1,0.0,2.0,2.0,0,1,2.4
543,2,0,2.0,1.0,1.8,0,0,0.4
544,1,0,3.0,3.0,0.8,1,0,0.4
545,1,0,4.0,1.0,0.8,0,0,0.0
546,2,1,1.0,1.0,1.8,0,2,0.4
547,2,0,2.0,0.0,1.8,1,0,0.0
548,3,0,2.0,1.0,2.0,0,0,0.8
549,2,0,0.0,2.0,1.8,0,3,0.8
550,1,0,1.0,3.0,0.8,1,0,0.8
551,2,0,2.0,1.0,1.8,0,0,0.0
552,3,0,2.0,0.0,2.0,2,0,0.0
553,3,0,1.0,0.0,2.0,1,0,0.0
554,3,1,1.0,0.0,2.0,0,1,0.0
555,1,0,3.0,1.0,0.8,0,0,0.0
556,1,1,3.0,2.0,0.0,1,3,0.4
557,1,0,2.0,3.0,0.8,1,0,0.0
558,1,1,3.0,2.0,1.6,0,2,0.8
559,3,1,2.0,1.0,2.0,0,2,0.4
560,3,0,2.0,0.0,2.0,2,0,0.0
561,3,0,3.0,0.0,2.0,0,0,0.0
562,2,0,2.0,0.0,1.8,0,0,0.0
563,3,0,2.0,0.0,2.0,0,0,0.0
564,3,1,1.0,0.0,2.0,0,1,0.0
565,3,0,1.0,1.0,2.0,0,0,0.8
566,3,0,1.0,0.0,2.0,0,0,0.0
567,3,1,2.0,1.0,2.0,0,2,1.6
568,3,0,2.0,0.0,2.0,1,0,0.0
569,3,0,2.0,0.0,2.0,0,0,0.0
570,2,0,3.0,0.0,1.8,0,0,0.0
571,1,1,3.0,2.0,0.8,0,2,0.8
572,1,0,2.0,1.0,1.6,0,0,0.0
573,3,1,1.0,0.0,2.0,2,1,0.0
574,3,0,0.0,0.0,2.0,0,0,0.0
575,3,0,1.0,0.0,2.0,0,0,0.0
576,2,1,2.0,0.0,1.8,0,1,0.0
577,1,1,3.0,2.0,1.6,0,2,0.4
578,3,1,2.0,0.0,2.0,1,2,0.4
579,3,0,2.0,0.0,2.0,0,0,0.0
580,2,1,1.0,1.0,1.8,0,1,0.8
581,1,1,3.0,3.0,0.8,1,2,0.8
582,2,0,3.0,1.0,1.8,0,0,0.0
583,1,0,2.0,2.0,0.0,1,0,0.0
584,3,0,2.0,0.0,2.0,1,0,0.0
585,1,1,1.0,2.0,1.6,0,1,0.8
586,2,0,3.0,0.0,1.8,0,0,0.0
587,1,0,3.0,2.0,0.4,1,0,0.8
588,3,0,1.0,0.0,2.0,0,0,0.0
589,3,0,2.0,0.0,2.0,0,0,0.0
590,3,0,2.0,0.0,2.0,0,0,0.0
591,1,1,3.0,2.0,1.2,1,2,0.4
592,3,0,3.0,0.0,2.0,0,0,0.0
593,3,1,1.0,0.0,2.0,2,1,0.8
594,2,0,3.0,1.0,1.8,0,0,0.4
595,3,0,2.0,1.0,2.0,0,0,0.8
596,2,1,1.0,2.0,1.8,0,1,0.0
597,3,0,3.0,0.0,2.0,0,0,0.0
598,3,0,2.0,0.0,2.0,1,0,0.0
599,1,0,3.0,2.0,0.0,1,3,0.4
600,2,1,1.0,1.0,1.8,0,2,1.2
601,3,0,2.0,0.0,2.0,0,0,0.0
602,1,0,2.0,2.0,0.8,0,0,0.0
603,3,0,3.0,0.0,2.0,0,0,0.0
604,1,0,2.0,1.0,0.8,1,0,0.0
605,3,0,2.0,0.0,2.0,0,0,0.4
606,3,0,2.0,0.0,2.0,0,0,0.0
607,1,0,2.0,2.0,0.8,0,0,0.0
608,2,1,1.0,2.0,1.8,1,2,1.2
609,1,1,3.0,3.0,0.8,0,1,0.0
610,3,1,3.0,2.0,2.0,0,2,2.4
611,3,0,2.0,0.0,2.0,0,0,0.0
612,3,1,1.0,0.0,2.0,2,1,0.4
613,3,0,2.0,0.0,2.0,2,0,0.0
614,3,0,2.0,0.0,2.0,0,0,0.0
615,2,1,1.0,2.0,1.8,0,1,1.2
616,3,0,2.0,0.0,2.0,0,0,0.8
617,3,1,1.0,0.0,2.0,0,2,0.4
618,2,1,0.0,2.0,2.0,0,1,1.2
619,2,0,1.0,0.0,1.8,0,0,0.0
620,3,0,2.0,0.0,2.0,1,0,0.4
621,1,0,3.0,2.0,1.2,0,0,0.4
622,3,0,1.0,0.0,2.0,1,0,0.8
623,3,0,1.0,0.0,2.0,0,0,0.0
624,3,0,1.0,0.0,2.0,0,0,0.0
625,1,0,3.0,2.0,1.2,0,0,0.0
626,2,0,3.0,0.0,1.8,2,3,0.0
627,1,1,1.0,2.0,1.2,0,1,0.0
628,3,0,1.0,0.0,2.0,0,0,0.0
629,3,0,2.0,0.0,2.0,2,0,0.0
630,1,0,4.0,1.0,0.0,0,0,0.0
631,3,0,3.0,0.0,2.0,0,0,0.0
632,1,0,2.0,2.0,0.4,1,3,0.0
633,1,0,2.0,0.0,0.8,0,0,0.0
634,3,1,0.0,1.0,2.0,0,1,2.0
635,2,1,2.0,0.0,1.8,0,1,0.0
636,3,0,2.0,0.0,2.0,0,0,0.0
637,2,0,2.0,1.0,1.8,0,0,0.8
638,3,1,3.0,2.0,2.0,0,2,2.0
639,3,0,2.0,0.0,2.0,0,0,0.4
640,3,0,1.0,0.0,2.0,0,0,0.0
641,1,1,1.0,2.0,0.4,1,3,0.0
642,3,1,0.0,1.0,2.0,0,1,2.0
643,3,0,2.0,2.0,2.0,0,0,0.0
644,3,1,0.0,1.0,2.0,1,1,1.2
645,1,0,3.0,2.0,1.2,1,0,0.4
646,3,0,1.0,0.0,2.0,0,0,0.0
647,1,0,3.0,2.0,0.0,1,3,0.0
648,3,0,2.0,0.0,2.0,0,0,0.0
649,3,1,1.0,0.0,2.0,0,1,0.0
650,3,0,2.0,0.0,2.0,0,0,0.0
651,2,1,1.0,1.0,1.8,0,1,0.4
652,3,0,1.0,0.0,2.0,0,0,0.0
653,3,1,1.0,0.0,2.0,2,1,0.0
654,3,1,1.0,0.0,2.0,2,1,0.0
655,2,0,1.0,2.0,1.8,0,0,0.8
656,3,0,2.0,0.0,2.0,0,0,0.0
657,3,1,2.0,0.0,2.0,2,2,0.8
658,2,0,1.0,0.0,1.8,0,0,0.0
659,1,0,3.0,3.0,1.2,1,0,0.8
660,1,0,3.0,3.0,0.8,0,3,0.8
661,3,0,3.0,0.0,2.0,1,0,0.0
662,1,0,3.0,1.0,1.6,0,0,0.0
663,3,0,2.0,0.0,2.0,0,0,0.0
664,3,0,1.0,0.0,2.0,0,0,0.4
665,2,0,2.0,2.0,1.8,0,0,0.8
666,2,0,1.0,0.0,1.8,0,0,0.0
667,3,0,2.0,0.0,2.0,0,0,0.0
668,3,0,3.0,0.0,2.0,0,0,0.0
669,1,1,2.0,2.0,0.8,0,2,0.4
670,2,1,3.0,2.0,1.8,0,2,0.8
671,1,0,2.0,2.0,0.4,0,0,0.4
672,2,0,4.0,0.0,1.8,0,0,0.0
673,2,0,2.0,0.0,1.8,0,0,0.0
674,2,0,2.0,0.0,1.8,0,0,0.0
675,3,0,1.0,0.0,2.0,0,0,0.0
676,3,0,1.0,0.0,2.0,0,0,0.0
677,3,1,1.0,0.0,2.0,0,1,0.0
678,3,1,3.0,2.0,2.0,0,2,2.8
679,1,0,2.0,3.0,0.4,1,0,0.4
680,3,1,1.0,0.0,2.0,2,1,0.0
681,1,0,2.0,2.0,1.2,1,0,0.0
682,3,0,1.0,0.0,2.0,0,0,0.0
683,3,0,0.0,2.0,2.0,0,0,2.8
684,2,0,3.0,2.0,1.8,0,0,0.8
685,2,0,1.0,2.0,1.8,1,0,1.2
686,3,0,0.0,2.0,2.0,0,0,2.0
687,3,0,1.0,0.0,2.0,0,0,0.0
688,3,0,1.0,0.0,2.0,0,0,0.0
689,1,1,0.0,3.0,0.4,0,1,0.4
690,1,0,2.0,2.0,0.4,0,0,0.4
691,3,1,0.0,0.0,2.0,1,1,0.4
692,3,0,2.0,2.0,2.0,0,0,0.0
693,3,0,1.0,0.0,2.0,1,0,0.0
694,1,0,3.0,1.0,0.8,0,3,0.0
695,2,0,3.0,0.0,1.8,0,0,0.0
696,3,0,3.0,0.0,2.0,0,0,0.0
697,3,1,1.0,0.0,2.0,2,1,0.0
698,1,0,3.0,3.0,0.8,1,0,0.8
699,3,0,3.0,0.0,2.0,0,0,0.0
700,1,1,1.0,3.0,0.8,1,2,0.4
701,1,0,2.0,1.0,1.6,0,0,0.0
702,3,1,1.0,0.0,2.0,1,1,0.4
703,3,0,1.0,0.0,2.0,2,0,0.0
704,3,0,1.0,0.0,2.0,0,0,0.4
705,2,0,3.0,1.0,1.8,0,0,0.0
706,2,1,3.0,0.0,1.8,0,2,0.0
707,1,0,3.0,1.0,1.6,0,0,0.0
708,1,1,1.0,3.0,0.8,0,1,0.0
709,3,0,0.0,0.0,2.0,1,3,0.8
710,1,1,1.0,2.0,0.8,1,3,0.0
711,1,0,2.0,1.0,0.8,0,0,0.0
712,1,0,3.0,2.0,0.8,0,0,0.4
713,3,0,2.0,0.0,2.0,0,0,0.0
714,2,0,3.0,0.0,1.8,0,0,0.0
715,3,0,1.0,0.0,2.0,0,0,0.0
716,1,1,3.0,3.0,0.8,1,1,0.0
717,2,1,2.0,0.0,1.6,0,1,0.0
718,3,0,2.0,0.0,2.0,2,0,0.0
719,3,0,2.0,0.0,2.0,0,0,0.0
720,2,1,0.0,2.0,1.8,0,1,0.4
721,3,0,1.0,0.0,2.0,0,0,0.4
722,2,0,2.0,0.0,1.8,0,0,0.0
723,2,0,3.0,0.0,1.8,0,0,0.0
724,1,0,2.0,2.0,1.6,0,0,0.4
725,3,0,1.0,0.0,2.0,0,0,0.0
726,2,1,2.0,1.0,1.8,0,2,1.2
727,3,1,1.0,0.0,2.0,2,1,0.0
728,2,0,1.0,1.0,1.8,0,0,0.4
729,3,1,1.0,0.0,2.0,0,1,0.4
730,1,1,2.0,3.0,0.4,0,1,0.0
731,3,0,0.0,1.0,2.0,1,0,0.0
732,2,0,2.0,0.0,1.8,0,0,0.0
733,2,0,1.0,0.0,1.8,0,0,0.0
734,2,0,1.0,0.0,1.8,0,0,0.0
735,3,0,2.0,0.0,2.0,0,0,0.0
736,3,1,3.0,2.0,2.0,0,2,1.6
737,1,0,2.0,3.0,0.4,1,0,0.0
738,3,0,2.0,0.0,2.0,0,0,0.0
739,3,0,2.0,0.0,2.0,0,0,0.0
740,1,0,2.0,1.0,1.2,0,0,0.0
741,1,0,2.0,2.0,0.8,0,0,0.4
742,1,1,1.0,3.0,0.4,1,1,1.6
743,3,0,1.0,0.0,2.0,0,0,0.4
744,3,0,2.0,0.0,2.0,0,0,0.0
745,1,0,4.0,2.0,0.4,0,3,0.8
746,3,0,0.0,1.0,2.0,0,0,0.8
747,2,1,2.0,0.0,1.8,0,1,0.0
748,1,0,1.0,2.0,1.2,0,0,0.4
749,3,0,2.0,0.0,2.0,2,0,0.0
750,2,1,0.0,1.0,1.8,0,1,0.8
751,3,0,0.0,0.0,1.6,0,3,0.4
752,3,0,2.0,0.0,2.0,0,0,0.0
753,3,0,1.0,0.0,2.0,0,0,0.0
754,2,1,3.0,2.0,1.8,0,2,1.2
755,2,0,0.0,0.0,1.8,0,3,0.8
756,3,0,2.0,0.0,2.0,0,0,0.0
757,2,0,1.0,0.0,1.8,0,0,0.0
758,3,0,2.0,0.0,2.0,0,0,0.0
759,1,1,2.0,2.0,0.4,0,3,0.0
760,3,0,2.0,0.0,2.0,0,0,0.0
761,3,0,3.0,0.0,2.0,0,0,0.0
762,3,0,1.0,0.0,2.0,1,0,0.0
763,1,1,2.0,3.0,0.4,0,2,1.2
764,3,0,0.0,0.0,2.0,0,0,0.0
765,1,1,3.0,2.0,1.2,0,2,0.4
766,1,0,0.0,2.0,0.8,1,3,0.0
767,3,1,2.0,0.0,2.0,2,1,0.0
768,3,0,2.0,1.0,2.0,2,0,0.4
769,3,0,2.0,0.0,2.0,0,0,0.0
770,3,0,1.0,0.0,2.0,0,0,0.0
771,3,0,3.0,0.0,2.0,0,0,0.0
772,2,1,3.0,0.0,1.6,0,2,0.0
773,3,0,2.0,0.0,2.0,1,0,0.0
774,2,1,3.0,1.0,1.8,0,2,1.6
775,3,0,1.0,0.0,2.0,0,0,0.0
776,3,0,2.0,0.0,2.0,2,0,0.0
777,3,1,0.0,0.0,2.0,0,1,0.0
778,3,0,2.0,0.0,2.0,2,0,0.0
779,1,1,3.0,3.0,0.4,0,2,0.4
780,3,1,0.0,0.0,2.0,1,1,0.0
781,1,1,1.0,2.0,0.4,0,2,0.4
782,1,0,2.0,1.0,1.2,0,0,0.0
783,3,0,2.0,1.0,2.0,0,0,1.2
784,3,0,1.0,0.0,2.0,0,0,0.0
785,3,0,1.0,0.0,2.0,0,0,0.0
786,3,1,1.0,0.0,2.0,0,1,0.0
787,3,0,0.0,1.0,2.0,2,3,2.0
788,3,0,0.0,1.0,2.0,0,3,1.2
789,1,0,3.0,2.0,0.4,1,0,0.0
790,3,0,2.0,0.0,2.0,2,0,0.0
791,2,0,0.0,1.0,1.8,0,0,0.0
792,3,1,1.0,2.0,2.0,0,1,4.0
793,1,0,2.0,2.0,0.8,1,0,0.0
794,3,0,1.0,0.0,2.0,0,0,0.0
795,2,0,3.0,0.0,1.8,0,0,0.0
796,1,1,3.0,1.0,1.2,0,3,0.0
797,3,1,2.0,0.0,2.0,0,2,0.0
798,3,0,2.0,0.0,2.0,1,0,0.0
799,3,1,2.0,1.0,2.0,0,2,0.8
800,2,0,2.0,0.0,1.8,0,0,0.0
801,2,1,2.0,1.0,1.8,0,2,0.8
802,1,0,0.0,3.0,0.4,0,3,1.2
803,3,0,0.0,0.0,2.0,1,3,0.4
804,3,0,2.0,0.0,2.0,0,0,0.0
805,3,0,2.0,0.0,2.0,0,0,0.0
806,1,0,3.0,0.0,0.0,0,0,0.0
807,3,1,1.0,0.0,2.0,0,1,0.0
808,2,0,3.0,0.0,1.8,0,0,0.0
809,1,1,2.0,2.0,1.6,0,2,0.4
810,3,0,1.0,0.0,2.0,0,0,0.0
811,3,0,3.0,1.0,2.0,0,0,0.0
812,2,0,2.0,0.0,1.8,0,0,0.0
813,3,1,0.0,2.0,2.0,0,1,2.4
814,3,0,2.0,0.0,2.0,0,0,0.0
815,1,0,2.0,0.0,0.4,0,0,0.0
816,3,1,1.0,0.0,2.0,0,1,0.0
817,2,0,2.0,2.0,1.8,1,0,0.8
818,3,0,3.0,0.0,2.0,0,0,0.0
819,3,0,0.0,1.0,2.0,0,3,2.0
820,1,1,3.0,2.0,0.4,0,2,0.8
821,3,0,2.0,0.0,2.0,0,0,0.0
822,1,0,3.0,0.0,0.8,0,3,0.0
823,3,1,2.0,0.0,1.6,0,2,0.4
824,3,0,0.0,2.0,2.0,0,3,2.0
825,3,0,2.0,0.0,2.0,2,0,0.0
826,3,0,2.0,2.0,2.0,0,0,0.0
827,2,0,0.0,2.0,1.8,1,3,0.8
828,3,0,2.0,0.0,2.0,2,0,0.0
829,1,1,3.0,2.0,0.4,0,2,0.0
830,3,1,0.0,0.0,2.0,1,2,0.4
831,2,0,0.0,1.0,1.8,0,3,0.8
832,3,0,2.0,0.0,2.0,1,0,0.0
833,3,0,1.0,0.0,2.0,0,0,0.0
834,3,0,1.0,0.0,2.0,0,0,0.0
835,1,1,3.0,2.0,1.6,1,1,0.8
836,3,0,1.0,0.0,2.0,0,0,0.0
837,3,0,2.0,0.0,2.0,0,0,0.0
838,3,0,2.0,2.0,2.0,0,0,0.0
839,1,0,2.0,1.0,0.8,1,0,0.0
840,3,0,1.0,0.0,2.0,0,0,0.0
841,2,0,0.0,0.0,1.8,0,0,0.0
842,1,1,2.0,2.0,0.8,1,1,0.0
843,3,0,2.0,0.0,2.0,1,0,0.0
844,3,0,1.0,0.0,2.0,0,0,0.0
845,3,0,3.0,0.0,2.0,0,0,0.0
846,3,0,2.0,2.0,2.0,0,0,4.0
847,3,0,2.0,0.0,2.0,1,0,0.0
848,2,0,2.0,2.0,1.8,0,3,0.4
849,1,1,2.0,2.0,0.8,1,2,0.4
850,3,0,0.0,2.0,2.0,0,3,2.4
851,3,0,4.0,0.0,2.0,0,0,0.0
852,3,1,0.0,0.0,2.0,1,1,0.8
853,1,1,0.0,2.0,1.2,0,1,0.4
854,2,1,3.0,1.0,1.8,0,2,0.4
855,3,1,1.0,0.0,2.0,0,2,0.4
856,1,1,3.0,3.0,0.8,0,2,0.8
857,1,0,3.0,1.0,1.6,0,0,0.0
858,3,1,1.0,1.0,2.0,1,2,1.2
859,3,0,2.0,0.0,2.0,1,0,0.0
860,3,0,3.0,0.0,2.0,0,0,0.8
861,2,0,1.0,0.0,1.8,0,0,0.4
862,1,1,3.0,1.0,1.2,0,2,0.0
863,3,1,1.0,2.0,2.0,0,1,4.0
864,2,0,1.0,0.0,1.8,0,0,0.0
865,2,1,3.0,0.0,1.8,0,2,0.0
866,2,1,2.0,0.0,1.8,1,1,0.4
867,1,0,2.0,2.0,0.0,0,0,0.0
868,3,0,2.0,0.0,2.0,0,0,0.0
869,3,0,0.0,0.0,2.0,0,3,0.8
870,3,0,1.0,0.0,2.0,0,0,0.0
871,1,1,3.0,2.0,1.2,0,2,0.8
872,1,0,2.0,0.0,0.4,0,0,0.0
873,3,0,3.0,0.0,2.0,0,0,0.0
874,2,1,2.0,1.0,1.8,1,2,0.4
875,3,1,0.0,0.0,2.0,1,1,0.0
876,3,0,1.0,0.0,2.0,0,0,0.0
877,3,0,1.0,0.0,2.0,0,0,0.0
878,3,0,2.0,0.0,2.0,0,0,0.0
879,1,1,3.0,2.0,0.8,1,2,0.4
880,2,1,1.0,1.0,1.8,0,2,0.4
881,3,0,2.0,0.0,2.0,0,0,0.0
882,3,1,1.0,0.0,2.0,0,1,0.0
883,2,0,2.0,0.0,1.8,0,0,0.0
884,3,0,1.0,0.0,2.0,0,0,0.0
885,3,1,3.0,1.0,2.0,2,2,2.0
886,2,0,2.0,0.0,1.8,0,3,0.0
887,1,1,1.0,1.0,0.4,0,1,0.0
888,3,1,1.0,1.0,2.0,0,1,1.2
889,1,0,1.0,1.0,0.8,1,0,0.0
890,3,0,2.0,0.0,2.0,2,0,0.0
